sku,name,description,slug,meta_description,meta_keywords,shipping_category_id,price,taxons_ru,Taxons,Available On,stock,product_properties,translation,price_eu,price_ru,Images
978-5-699-64940-2_site_4,Брат Иуда,"Два классических криминальных романа о том, что зачастую нельзя верить ни любимым ученикам, ни близким родственникам. ""Брат Иуда"" - рассказ об организации, членство в которой даруется только избранным. Однако очень большие деньги могут превратить в предателя почти любого, вступившего в нее, и тогда будущее братства окажется под угрозой. ""На склоне лет"" - повествование о почти идиллической жизни в дорогом пансионате. Но это лишь иллюзия. Преступник не дремлет, и смертельного удара можно ждать отовсюду.",book_316729_site_4,"","",default,2.83,Categories>Художественная литература>Детективы. Боевики. Триллеры>Классика зарубежного детектива|Авторы>Буало-Нарсежак|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Классика зарубежного детектива|Authors>Буало-Нарсежак|Publishers>Эксмо,2014-01-01,9,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-64940-2|Format:70x100/32|in_stock:9|Pages:416|,"Брат Иуда:Два классических криминальных романа о том, что зачастую нельзя верить ни любимым ученикам, ни близким родственникам. ""Брат Иуда"" - рассказ об организации, членство в которой даруется только избранным. Однако очень большие деньги могут превратить в предателя почти любого, вступившего в нее, и тогда будущее братства окажется под угрозой. ""На склоне лет"" - повествование о почти идиллической жизни в дорогом пансионате. Но это лишь иллюзия. Преступник не дремлет, и смертельного удара можно ждать отовсюду.",2.3,149,http://www.ozon.ru/multimedia/books_covers/1006013291.jpg
978-5-699-60789-1_site_4,Смерть в твоих глазах,"Лариса Бестужева - молодой политик, региональный руководитель партии ""Великая Россия"" - собирается баллотироваться на выборах в городскую Думу, но партийные бонзы предлагают ей снять свою кандидатуру в пользу нефтяного магната Гриневича. Женщина отказывается принять явно коррупционное требование, и вскоре происходит зверское убийство: погибает один из помощников Ларисы. Ошеломленная страшным событием, Лариса тотчас получает новую дозу адреналина: на пороге своей квартиры она находит сломанную бордовую гвоздику, подброшенную с явным умыслом. Но это только начало. Убийца действует без пауз, и вот его жертвой становится еще один коллега но партии. И вновь жуткий символ - сломанный цветок - пылает алой кровью на пороге квартиры Ларисы Бестужевой. Что это - дело рук партийных конкурентов или же ледяное эхо недавней войны на Кавказе, где без вести пропал муж Ларисы - старший лейтенант Сергей Бестужев? Расследование начинается... Убийца настолько жесток, что преступления потрясают даже...",book_316733_site_4,"","",default,5.64,Categories>Художественная литература>Детективы. Боевики. Триллеры>Боевики|Авторы>Александр Тамоников|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Боевики|Authors>Александр Тамоников|Publishers>Эксмо,2014-01-01,3,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-60789-1|Format:84x108/32|in_stock:3|Pages:416|,"Смерть в твоих глазах:Лариса Бестужева - молодой политик, региональный руководитель партии ""Великая Россия"" - собирается баллотироваться на выборах в городскую Думу, но партийные бонзы предлагают ей снять свою кандидатуру в пользу нефтяного магната Гриневича. Женщина отказывается принять явно коррупционное требование, и вскоре происходит зверское убийство: погибает один из помощников Ларисы. Ошеломленная страшным событием, Лариса тотчас получает новую дозу адреналина: на пороге своей квартиры она находит сломанную бордовую гвоздику, подброшенную с явным умыслом. Но это только начало. Убийца действует без пауз, и вот его жертвой становится еще один коллега но партии. И вновь жуткий символ - сломанный цветок - пылает алой кровью на пороге квартиры Ларисы Бестужевой. Что это - дело рук партийных конкурентов или же ледяное эхо недавней войны на Кавказе, где без вести пропал муж Ларисы - старший лейтенант Сергей Бестужев? Расследование начинается... Убийца настолько жесток, что преступления потрясают даже...",4.58,297,http://www.ozon.ru/multimedia/books_covers/1005754598.jpg
978-5-699-75211-9_site_4,"Женщина, вернувшаяся с холода","Странно, но, бесконечный, парализующий ужас вселяет именно та пуля, что была приготовлена для тебя неизвестным человеком. На кавказской войне капитан Дмитрий Веселов несколько раз оказывался в перекрестии прицела таинственного снайпера, который явно не принадлежал к числу боевиков; эта неизвестность сковывала волю и рвала нервы боевому офицеру. Он возвращается в Москву, но невидимый убийца продолжает преследовать его и здесь. Его выстрелы не точны, но они методичны и не оставляют никаких шансов. От его пули гибнет близкая знакомая капитана – депутат Лариса Бестужева. Ее муж Сергей вместе с капитаном, чтобы остановить бойню, готовы сами принести себя в жертву таинственному киллеру. И убийца выходит с ними на связь, и назначает им встречу. Он хладнокровен и циничен. Он знает, что как только жертвы увидят его лицо, у них не останется никаких шансов выжить…",book_316734_site_4,"","",default,2.52,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Александр Тамоников|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Александр Тамоников|Publishers>Эксмо,2014-01-01,3,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-75211-9|Format:70x100/32|in_stock:3|Pages:352|,"Женщина, вернувшаяся с холода:Странно, но, бесконечный, парализующий ужас вселяет именно та пуля, что была приготовлена для тебя неизвестным человеком. На кавказской войне капитан Дмитрий Веселов несколько раз оказывался в перекрестии прицела таинственного снайпера, который явно не принадлежал к числу боевиков; эта неизвестность сковывала волю и рвала нервы боевому офицеру. Он возвращается в Москву, но невидимый убийца продолжает преследовать его и здесь. Его выстрелы не точны, но они методичны и не оставляют никаких шансов. От его пули гибнет близкая знакомая капитана – депутат Лариса Бестужева. Ее муж Сергей вместе с капитаном, чтобы остановить бойню, готовы сами принести себя в жертву таинственному киллеру. И убийца выходит с ними на связь, и назначает им встречу. Он хладнокровен и циничен. Он знает, что как только жертвы увидят его лицо, у них не останется никаких шансов выжить…",2.05,133,http://www.ozon.ru/multimedia/books_covers/1010825277.jpg
978-5-699-74405-3_site_4,Смерть в твоих глазах,"Лариса Бестужева - молодой политик, региональный руководитель партии ""Великая Россия"" - собирается баллотироваться на выборах в городскую думу, но партийные бонзы предлагают ей снять свою кандидатуру в пользу нефтяного магната Гриневича. Женщина отказывается принять явно коррупционное требование, и вскоре происходит зверское убийство: погибает один из помощников Ларисы. Ошеломленная страшным событием, Лариса тотчас получает новую дозу адреналина: на пороге своей квартиры она находит сломанную бордовую гвоздику, подброшенную с явным умыслом. Но это только начало. Убийца действует без пауз, и вот его жертвой становится еще один коллега по партии. И вновь жуткий символ – сломанный цветок – пылает алой кровью на пороге квартиры соседки. Что это - дело рук партийных конкурентов, или же ледяное эхо недавней войны на Кавказе, где без вести пропал муж Ларисы - старший лейтенант Сергей Бестужев? Расследование начинается... Убийца настолько жесток, что преступления потрясают даже видавших виды...",book_316735_site_4,"","",default,2.52,Categories>Художественная литература>Детективы. Боевики. Триллеры>Боевики|Авторы>Александр Тамоников|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Боевики|Authors>Александр Тамоников|Publishers>Эксмо,2014-01-01,20,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-74405-3|Format:70x100/32|in_stock:20|Pages:384|,"Смерть в твоих глазах:Лариса Бестужева - молодой политик, региональный руководитель партии ""Великая Россия"" - собирается баллотироваться на выборах в городскую думу, но партийные бонзы предлагают ей снять свою кандидатуру в пользу нефтяного магната Гриневича. Женщина отказывается принять явно коррупционное требование, и вскоре происходит зверское убийство: погибает один из помощников Ларисы. Ошеломленная страшным событием, Лариса тотчас получает новую дозу адреналина: на пороге своей квартиры она находит сломанную бордовую гвоздику, подброшенную с явным умыслом. Но это только начало. Убийца действует без пауз, и вот его жертвой становится еще один коллега по партии. И вновь жуткий символ – сломанный цветок – пылает алой кровью на пороге квартиры соседки. Что это - дело рук партийных конкурентов, или же ледяное эхо недавней войны на Кавказе, где без вести пропал муж Ларисы - старший лейтенант Сергей Бестужев? Расследование начинается... Убийца настолько жесток, что преступления потрясают даже видавших виды...",2.05,133,http://www.ozon.ru/multimedia/books_covers/1010616286.jpg
978-5-699-71593-0_site_4,Всего одно злое дело,"В семье профессора микробиологии Таймуллы Ажара произошла трагедия. Его гражданская жена Анжелина сбежала в неизвестном направлении, увезя с собой их общую дочь. Ажар не может начать расследование законным путем, поскольку официально не является отцом Хадии. По совету своей близкой подруги – Барбары Хейверс – он нанимает частного детектива. Впрочем, розыски не дают результата. И тут дело принимает неожиданный оборот. В Лондон возвращается Анжелина со своим новым любовником и заявляет, что ее дочь похитили среди бела дня в итальянском городе Лукка, – и что сделал это именно Ажар… Элизабет Джордж — выдающийся мастер детективного романа. Ее творчество завоевало признание читателей во всем мире, в том числе и в России. Ее книги издаются миллионными тиражами, становятся основой для телефильмов, получают престижные литературные премии.",book_316738_site_4,"","",default,10.86,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Авторы>Элизабет Джордж|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Authors>Элизабет Джордж|Publishers>Эксмо,2014-01-01,40,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-71593-0|Format:60x90/16|in_stock:40|Pages:688|,"Всего одно злое дело:В семье профессора микробиологии Таймуллы Ажара произошла трагедия. Его гражданская жена Анжелина сбежала в неизвестном направлении, увезя с собой их общую дочь. Ажар не может начать расследование законным путем, поскольку официально не является отцом Хадии. По совету своей близкой подруги – Барбары Хейверс – он нанимает частного детектива. Впрочем, розыски не дают результата. И тут дело принимает неожиданный оборот. В Лондон возвращается Анжелина со своим новым любовником и заявляет, что ее дочь похитили среди бела дня в итальянском городе Лукка, – и что сделал это именно Ажар… Элизабет Джордж — выдающийся мастер детективного романа. Ее творчество завоевало признание читателей во всем мире, в том числе и в России. Ее книги издаются миллионными тиражами, становятся основой для телефильмов, получают престижные литературные премии.",8.82,572,http://www.ozon.ru/multimedia/books_covers/1009592322.jpg
978-5-699-61040-2_site_4,Друзья до смерти,"Непростое дело досталось главному комиссару уголовной инспекции Хофхайма Оливеру фон Боденштайну и его помощнице Пии Кирххоф. На территории зоопарка обнаружены оторванная кисть руки и ступня человека. Вскоре нашлось и само тело. Погибший - лидер местных ""зеленых"" и кумир молодежи Ганс Ульрих Паули. Боденштайн и Кирххоф составили список подозреваемых, но их оказалось так много, что дело усложнилось донельзя. Паули, прямой и резкий по натуре, успел перейти дорогу уйме разных людей, каждый из которых мог убить ершистого правдоруба. А вновь обнаруженные факты лишь еще более запутали расследование. Все переплелось самым причудливым образом. Но решение этой загадки оказалось поистине невероятным…",book_316740_site_4,"","",default,9.83,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Авторы>Неле Нойхаус|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Современный зарубежный детектив|Authors>Неле Нойхаус|Publishers>Эксмо,2014-01-01,48,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-61040-2|Format:60x90 1/16|in_stock:48|Pages:384|,"Друзья до смерти:Непростое дело досталось главному комиссару уголовной инспекции Хофхайма Оливеру фон Боденштайну и его помощнице Пии Кирххоф. На территории зоопарка обнаружены оторванная кисть руки и ступня человека. Вскоре нашлось и само тело. Погибший - лидер местных ""зеленых"" и кумир молодежи Ганс Ульрих Паули. Боденштайн и Кирххоф составили список подозреваемых, но их оказалось так много, что дело усложнилось донельзя. Паули, прямой и резкий по натуре, успел перейти дорогу уйме разных людей, каждый из которых мог убить ершистого правдоруба. А вновь обнаруженные факты лишь еще более запутали расследование. Все переплелось самым причудливым образом. Но решение этой загадки оказалось поистине невероятным…",7.99,518,http://www.ozon.ru/multimedia/books_covers/1005689252.jpg
978-5-699-63120-9_site_4,Адаптация совести,"Это даже не ЧП, это катастрофа! Во время следственного эксперимента серийный маньяк, убийца и насильник Баратов совершил дерзкий побег. Зверь, на поимку которого ушло столько сил, нервов, бессонных ночей, снова на свободе… Знаменитый аналитик Дронго предупреждал, что такое возможно, но его не послушали – и вот теперь все приходится начинать сначала. Для того, чтобы вычислить ходы маньяка, надо «стать им», понять его логику. И у Дронго это получается. Он даже выясняет, кто станет очередной жертвой убийцы. Но как остановить Баратова? И тут маньяк сам звонит Дронго…",book_316743_site_4,"","",default,2.28,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,32,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-63120-9|Format:70x90/32|in_stock:32|Pages:320|,"Адаптация совести:Это даже не ЧП, это катастрофа! Во время следственного эксперимента серийный маньяк, убийца и насильник Баратов совершил дерзкий побег. Зверь, на поимку которого ушло столько сил, нервов, бессонных ночей, снова на свободе… Знаменитый аналитик Дронго предупреждал, что такое возможно, но его не послушали – и вот теперь все приходится начинать сначала. Для того, чтобы вычислить ходы маньяка, надо «стать им», понять его логику. И у Дронго это получается. Он даже выясняет, кто станет очередной жертвой убийцы. Но как остановить Баратова? И тут маньяк сам звонит Дронго…",1.85,120,http://www.ozon.ru/multimedia/books_covers/1005858901.jpg
978-5-699-75581-3_site_4,Жертва здравого смысла,"Медиамагнат Антон Кульчицкий устраивает шикарную вечеринку на острове Родос по случаю собственного юбилея. Многочисленные родственники и друзья бизнесмена веселятся всю ночь напролет. Утром, опьяненные и счастливые, они отправляются на прогулку и, к своему ужасу, обнаруживают на берегу тело одного из охранников с явными следами насильственной смерти. Волею судеб в числе приглашенных на юбилей оказывается и всемирно известный сыщик Дронго. Он немедленно приступает к расследованию и уже через несколько часов выходит на след убийцы…",book_316746_site_4,"","",default,2.62,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,более 100,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-75581-3|Format:70x90/32|in_stock:более 100|Pages:320|,"Жертва здравого смысла:Медиамагнат Антон Кульчицкий устраивает шикарную вечеринку на острове Родос по случаю собственного юбилея. Многочисленные родственники и друзья бизнесмена веселятся всю ночь напролет. Утром, опьяненные и счастливые, они отправляются на прогулку и, к своему ужасу, обнаруживают на берегу тело одного из охранников с явными следами насильственной смерти. Волею судеб в числе приглашенных на юбилей оказывается и всемирно известный сыщик Дронго. Он немедленно приступает к расследованию и уже через несколько часов выходит на след убийцы…",2.13,138,http://www.ozon.ru/multimedia/books_covers/1010735616.jpg
978-5-699-68751-0_site_4,Жребий Рубикона,"В Москве в расцвете сил умирает академик Николай Долгоносов, директор одного из крупнейших научно-исследовательских институтов. Врачи констатируют обширный инфаркт, но сестра покойного Раиса не верит заключению врачей. Она считает, что брата убили из-за наследства, и убийца - Далвида, молодая жена академика. Раиса обращается за помощью к известному частному сыщику Дронго. Тот берется за расследование, понимая, что врачи, скорее всего, правы, и смерть академика никаким образом не связана с криминалом. Но вскоре его отношение к делу меняется: при загадочных обстоятельствах погибает близкий знакомый Долгоносова, и профессиональное чутье подсказывает Дронго, что это не простое совпадение...",book_316747_site_4,"","",default,2.39,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,49,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-68751-0|Format:70x90/32|in_stock:49|Pages:320|,"Жребий Рубикона:В Москве в расцвете сил умирает академик Николай Долгоносов, директор одного из крупнейших научно-исследовательских институтов. Врачи констатируют обширный инфаркт, но сестра покойного Раиса не верит заключению врачей. Она считает, что брата убили из-за наследства, и убийца - Далвида, молодая жена академика. Раиса обращается за помощью к известному частному сыщику Дронго. Тот берется за расследование, понимая, что врачи, скорее всего, правы, и смерть академика никаким образом не связана с криминалом. Но вскоре его отношение к делу меняется: при загадочных обстоятельствах погибает близкий знакомый Долгоносова, и профессиональное чутье подсказывает Дронго, что это не простое совпадение...",1.94,126,http://www.ozon.ru/multimedia/books_covers/1008520407.jpg
978-5-699-70610-5_site_4,Застенчивый мотив крови,"Профессор Максуд Намазов влачит жалкое существование: у него мизерная зарплата, его не уважают коллеги и ни в грош не ставит жена. Он подавлен и унижен. Но однажды все меняется. Из Дагестана приезжает двоюродный брат Максуда, спецназовец Салим. Он сообщает, что дома, в горах, активизировались кровные враги их семьи, и пришло время собрать всех мужчин Намазовых, чтобы защитить род. Максуд нехотя соглашается - какой из него воин?! Но оказывается, что как раз воин из профессора первоклассный. Как только Максуд берет в руки оружие, в нем просыпается инстинкт сильного и безжалостного горца. Некогда слабый, затюканный научный сотрудник неожиданно для всех преображается в хладнокровного убийцу...",book_316748_site_4,"","",default,2.56,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,6,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-70610-5|Format:70x90/32|in_stock:6|Pages:320|,"Застенчивый мотив крови:Профессор Максуд Намазов влачит жалкое существование: у него мизерная зарплата, его не уважают коллеги и ни в грош не ставит жена. Он подавлен и унижен. Но однажды все меняется. Из Дагестана приезжает двоюродный брат Максуда, спецназовец Салим. Он сообщает, что дома, в горах, активизировались кровные враги их семьи, и пришло время собрать всех мужчин Намазовых, чтобы защитить род. Максуд нехотя соглашается - какой из него воин?! Но оказывается, что как раз воин из профессора первоклассный. Как только Максуд берет в руки оружие, в нем просыпается инстинкт сильного и безжалостного горца. Некогда слабый, затюканный научный сотрудник неожиданно для всех преображается в хладнокровного убийцу...",2.08,135,http://www.ozon.ru/multimedia/books_covers/1009255554.jpg
978-5-699-75916-3_site_4,Э.МКТ(м).Золотое правило этики,Золотое правило этики,book_316749_site_4,"","",default,2.62,Undefined|Авторы>Абдуллаев Ч.А.|Издатели>Эксмо,Undefined|Authors>Абдуллаев Ч.А.|Publishers>Эксмо,2014-01-01,35,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-75916-3|Format:70x90/32|in_stock:35|Pages:320|,Э.МКТ(м).Золотое правило этики:Золотое правило этики,2.13,138,
978-5-699-72031-6_site_4,Исповедь Сатурна,"Вроде бы, давно закончились неспокойные времена для Алексея Воронина. Когда-то, на афганской войне, он потерял левую руку, но это не помешало ему стать первоклассным киллером по кличке Левша. Позже он разбогател и перебрался в США. Настала спокойная жизнь… Но это лишь иллюзия. Пахан русских ""братков"" в Нью-Йорке Козырь получил выгодный заказ на убийство. Условие одно: киллера – обязательно русского – должна застрелить полиция. Козырь выбирает для этого дела Левшу. Бандиты прижимают однорукого киллера к стенке – и, кажется, деваться ему некуда, придется исполнять заказ. Вот только сам Воронин думает иначе…",book_316750_site_4,"","",default,2.62,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,более 100,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-72031-6|Format:70x90/32|in_stock:более 100|Pages:320|,"Исповедь Сатурна:Вроде бы, давно закончились неспокойные времена для Алексея Воронина. Когда-то, на афганской войне, он потерял левую руку, но это не помешало ему стать первоклассным киллером по кличке Левша. Позже он разбогател и перебрался в США. Настала спокойная жизнь… Но это лишь иллюзия. Пахан русских ""братков"" в Нью-Йорке Козырь получил выгодный заказ на убийство. Условие одно: киллера – обязательно русского – должна застрелить полиция. Козырь выбирает для этого дела Левшу. Бандиты прижимают однорукого киллера к стенке – и, кажется, деваться ему некуда, придется исполнять заказ. Вот только сам Воронин думает иначе…",2.13,138,http://www.ozon.ru/multimedia/books_covers/1010255982.jpg
978-5-699-76543-0_site_4,Э.МКТ(м).Линия аллигатора,Линия аллигатора,book_316751_site_4,"","",default,2.62,Undefined|Авторы>Абдуллаев Ч.А.|Издатели>Эксмо,Undefined|Authors>Абдуллаев Ч.А.|Publishers>Эксмо,2014-01-01,более 100,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-76543-0|Format:70x90/32|in_stock:более 100|Pages:352|,Э.МКТ(м).Линия аллигатора:Линия аллигатора,2.13,138,
978-5-699-73980-6_site_4,Магия лжи,"После смерти Туркменбаши высокопоставленный чиновник Ягмыр Пурлиев бежал из Ашхабада и скрылся от новых туркменских властей в Москве. Прошли годы. Пурлиев прочно обосновался в России: организовал прибыльный бизнес, купил шикарный автомобиль и построил роскошный особняк в фешенебельном подмосковном поселке. Стал богатым и уважаемым человеком и о родной Туркмении совсем позабыл. Но в один прекрасный момент все изменилось. Пурлиев заметил за собой слежку и решил, что его снова преследуют сотрудники госбезопасности Туркмении. Он обратился за помощью к сыщику Дронго и попросил выяснить, что же нужно туркменским властям от него. Ведь прошло уже столько лет...",book_316753_site_4,"","",default,2.62,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,более 100,Publisher:М.: Эксмо|publication_year:2014|ISBN:978-5-699-73980-6|Format:70x90/32|in_stock:более 100|Pages:320|,"Магия лжи:После смерти Туркменбаши высокопоставленный чиновник Ягмыр Пурлиев бежал из Ашхабада и скрылся от новых туркменских властей в Москве. Прошли годы. Пурлиев прочно обосновался в России: организовал прибыльный бизнес, купил шикарный автомобиль и построил роскошный особняк в фешенебельном подмосковном поселке. Стал богатым и уважаемым человеком и о родной Туркмении совсем позабыл. Но в один прекрасный момент все изменилось. Пурлиев заметил за собой слежку и решил, что его снова преследуют сотрудники госбезопасности Туркмении. Он обратился за помощью к сыщику Дронго и попросил выяснить, что же нужно туркменским властям от него. Ведь прошло уже столько лет...",2.13,138,http://www.ozon.ru/multimedia/books_covers/1010826481.jpg
978-5-699-68172-3_site_4,Мизантроп,"В Перми разбивается новейший пассажирский самолет российского производства. В катастрофе чудом выживает только один пассажир - двенадцатилетняя девочка. Она приходит в себя и рассказывает следователям, что незадолго до крушения в кабину пилотов пытались прорваться двое кавказцев. На место происшествия срочно вылетает правительственная комиссия во главе с заместителем министра транспорта Борисом Репетиловым. Специалистам предстоит выяснить, что именно произошло в небе над Пермью. Действительно ли кто-то пытался захватить самолет, или это всего лишь фантазии напуганного ребенка...",book_316754_site_4,"","",default,2.56,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Авторы>Чингиз Абдуллаев|Издатели>Эксмо,Categories>Художественная литература>Детективы. Боевики. Триллеры>Отечественный мужской детектив|Authors>Чингиз Абдуллаев|Publishers>Эксмо,2014-01-01,16,Publisher:М.: Эксмо|publication_year:2013|ISBN:978-5-699-68172-3|Format:70x90/32|in_stock:16|Pages:320|,"Мизантроп:В Перми разбивается новейший пассажирский самолет российского производства. В катастрофе чудом выживает только один пассажир - двенадцатилетняя девочка. Она приходит в себя и рассказывает следователям, что незадолго до крушения в кабину пилотов пытались прорваться двое кавказцев. На место происшествия срочно вылетает правительственная комиссия во главе с заместителем министра транспорта Борисом Репетиловым. Специалистам предстоит выяснить, что именно произошло в небе над Пермью. Действительно ли кто-то пытался захватить самолет, или это всего лишь фантазии напуганного ребенка...",2.08,135,http://www.ozon.ru/multimedia/books_covers/1007713156.jpg
